"conversation_id","created_at","favorite_count","full_text","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","hashtags/17","hashtags/18","hashtags/19","hashtags/20","id","media/0/media_url","media/0/type","media/1/media_url","media/1/type","media/2/media_url","media/2/type","media/3/media_url","media/3/type","reply_count","retweet_count","startUrl","symbols/0","url","urls/0/display_url","urls/0/expanded_url","urls/0/url","urls/1/display_url","urls/1/expanded_url","urls/1/url","urls/2/display_url","urls/2/expanded_url","urls/2/url","user_mentions/0/id_str","user_mentions/0/name","user_mentions/0/screen_name","user_mentions/1/id_str","user_mentions/1/name","user_mentions/1/screen_name","user_mentions/2/id_str","user_mentions/2/name","user_mentions/2/screen_name","user_mentions/3/id_str","user_mentions/3/name","user_mentions/3/screen_name","user_mentions/4/id_str","user_mentions/4/name","user_mentions/4/screen_name","view_count"
"1230086355318763521","2020-02-19T11:06:55.000Z","14","📷 : @F_FeniJKT48

BUNKASAI UDINUS 2020 | @ Universitas Dian Nuswantoro, Semarang | 16.02.2020 https://t.co/uxyidN9Wz3",,,,,,,,,,,,,,,,,,,,,,"1230086355318763521","https://pbs.twimg.com/media/ERIlAQYUcAACFei.jpg","photo","https://pbs.twimg.com/media/ERIlAzOVUAAnoC-.jpg","photo",,,,,"0","5","https://twitter.com/search?q=Universitas%20Dian%20Nuswantoro&src=typed_query",,"https://twitter.com/praditsandy30/status/1230086355318763521",,,,,,,,,,"2397436536","Feni Fitriyanti","F_FeniJKT48",,,,,,,,,,,,,
"1229868927141826560","2020-02-18T20:42:56.000Z","0","And i’ll show you the truth of freedom 😇

#bunkasai #fujifilm #potraitphotography #cosplaygirl #cosplay #potrait @ Universitas Dian Nuswantoro (UDINUS) Semarang https://t.co/nPEhMRWtDp","bunkasai","fujifilm","potraitphotography","cosplaygirl","cosplay","potrait",,,,,,,,,,,,,,,,"1229868927141826560",,,,,,,,,"0","0","https://twitter.com/search?q=Universitas%20Dian%20Nuswantoro&src=typed_query",,"https://twitter.com/Oki_Ady/status/1229868927141826560","instagram.com/p/B8uNfzOldlJ/…","https://www.instagram.com/p/B8uNfzOldlJ/?igshid=i6ahnd1qs447","https://t.co/nPEhMRWtDp",,,,,,,,,,,,,,,,,,,,,,
"1113985515961954304","2019-04-05T02:03:38.000Z","0","Bright your days＼(^o^)／

#WBD2019 #BeBrightBeReady #WBD_UDINUS @ Universitas Dian Nuswantoro https://t.co/GaginXBOCR","WBD2019","BeBrightBeReady","WBD_UDINUS",,,,,,,,,,,,,,,,,,,"1113985515961954304",,,,,,,,,"0","0","https://twitter.com/search?q=Universitas%20Dian%20Nuswantoro&src=typed_query",,"https://twitter.com/dm_syakileather/status/1113985515961954304","instagram.com/p/Bv2z0j_Hopm/…","https://www.instagram.com/p/Bv2z0j_Hopm/?utm_source=ig_twitter_share&igshid=18lunb0ygz01r","https://t.co/GaginXBOCR",,,,,,,,,,,,,,,,,,,,,,
"1087653298050498567","2019-01-22T10:08:48.000Z","1","ACC IV is Coming Back !!

#ACCIV #ACCIV2019 #aldakawanaseta #mapalaudinus #mapala #mapalaindonesia  #climbing #wallclimbing #rockclimbing   #pencintaalam #competition #udinus #universitasdiannuswantoro #semarang https://t.co/DW9M12iA7F","ACCIV","ACCIV2019","aldakawanaseta","mapalaudinus","mapala","mapalaindonesia","climbing","wallclimbing","rockclimbing","pencintaalam","competition","udinus","universitasdiannuswantoro","semarang",,,,,,,,"1087653298050498567","https://pbs.twimg.com/media/Dxge5lLU8AAVL6_.jpg","photo",,,,,,,"0","0","https://twitter.com/search?q=Universitas%20Dian%20Nuswantoro&src=typed_query",,"https://twitter.com/mapala_udinus/status/1087653298050498567",,,,,,,,,,,,,,,,,,,,,,,,,
"1080716630097723392","2019-01-03T06:44:58.000Z","0","Still with the same theme “YELLOW” @ Universitas Dian Nuswantoro https://t.co/A2VPGdxTEd",,,,,,,,,,,,,,,,,,,,,,"1080716630097723392",,,,,,,,,"0","0","https://twitter.com/search?q=Universitas%20Dian%20Nuswantoro&src=typed_query",,"https://twitter.com/imwahyuaji/status/1080716630097723392","instagram.com/p/BsKa4djASp8/…","https://www.instagram.com/p/BsKa4djASp8/?utm_source=ig_twitter_share&igshid=1gg6uimuktzvv","https://t.co/A2VPGdxTEd",,,,,,,,,,,,,,,,,,,,,,
"1056004275359367174","2018-10-27T02:06:53.000Z","0","The trip was finished and now I'm looking for work to live. Thank you to all of you 🙏🏻 @ Universitas Dian Nuswantoro https://t.co/iPoedIvTW2",,,,,,,,,,,,,,,,,,,,,,"1056004275359367174",,,,,,,,,"0","0","https://twitter.com/search?q=Universitas%20Dian%20Nuswantoro&src=typed_query",,"https://twitter.com/vachrivahrurozi/status/1056004275359367174","instagram.com/p/Bpa082AFvRF/…","https://www.instagram.com/p/Bpa082AFvRF/?utm_source=ig_twitter_share&igshid=wsuh6uuuvoeg","https://t.co/iPoedIvTW2",,,,,,,,,,,,,,,,,,,,,,
"1049614839973380097","2018-10-09T10:57:33.000Z","0","We gladly invite you to contribute in the International Seminar on Application for Technology of Information and Communication (ISEMANTIC 2018) organized by Universitas Dian Nuswantoro, Semarang, Indonesia, and supported by IEEE Indonesia... https://t.co/xjFdERK7qc",,,,,,,,,,,,,,,,,,,,,,"1049614839973380097",,,,,,,,,"0","0","https://twitter.com/search?q=Universitas%20Dian%20Nuswantoro&src=typed_query",,"https://twitter.com/conferenceslist/status/1049614839973380097","isemantic.dinus.ac.id/2018/","http://isemantic.dinus.ac.id/2018/","https://t.co/xjFdERK7qc",,,,,,,,,,,,,,,,,,,,,,
"999165308773400576","2018-05-23T05:49:07.000Z","0","UKM MUSIK UNIVERSITAS DIAN NUSWANTORO PRESENT :
FOOD FEST RAMADHAN
 ""Road to Music Clinic"" 
Special Performance:
▪Live Music
▪Mural Art
▪Community of Semarang (KUMIS - SCOR - IBF)
#evenmusik
#musik
#evensemarang
#musiksemarang
#hiburan
#ngabuburit
#semarang
#udinus https://t.co/3aWqFHXv5s","evenmusik","musik","evensemarang","musiksemarang","hiburan","ngabuburit","semarang","udinus",,,,,,,,,,,,,,"999165308773400576","https://pbs.twimg.com/media/Dd2_iipVMAAjczp.jpg","photo",,,,,,,"0","0","https://twitter.com/search?q=Universitas%20Dian%20Nuswantoro&src=typed_query",,"https://twitter.com/JatengPos/status/999165308773400576",,,,,,,,,,,,,,,,,,,,,,,,,
"990142694361092096","2018-04-28T08:16:28.000Z","0","I have friends♥ @ Universitas Dian Nuswantoro https://t.co/nagTUVnmaG",,,,,,,,,,,,,,,,,,,,,,"990142694361092096",,,,,,,,,"0","0","https://twitter.com/search?q=Universitas%20Dian%20Nuswantoro&src=typed_query",,"https://twitter.com/ggukdisse/status/990142694361092096","instagram.com/p/BiG2n75F-6M/","https://www.instagram.com/p/BiG2n75F-6M/","https://t.co/nagTUVnmaG",,,,,,,,,,,,,,,,,,,,,,
"1622493838333063168","2023-02-06T07:14:10.000Z","0","TODAY GRADUATION UNDIP✨😍
DARI KAKAK"" CANTIK FSM &amp; FISIP
mua semarang mua undip mua unnes mua udinus mua poltekkes mua polines mua tembalang https://t.co/gpaFGZ999M",,,,,,,,,,,,,,,,,,,,,,"1622493838333063168","https://pbs.twimg.com/media/FoRBiRVakAEFH50.jpg","photo","https://pbs.twimg.com/media/FoRBiiUaAAIJQB-.jpg","photo","https://pbs.twimg.com/media/FoRBi_2akAAFW04.jpg","photo",,,"0","0","https://twitter.com/search?q=udinus&src=typed_query",,"https://twitter.com/brushedbyaca/status/1622493838333063168",,,,,,,,,,,,,,,,,,,,,,,,,"129"
